full_name,position_short_name,org_name,org_country
Åsa Tamsons,"Senior Vice-President; Head, Business Area Technologies and New Businesses",Telefonaktiebolaget LM Ericsson,Sweden
Karl-Petter Thorwaldsson,President,The Swedish Trade Union Confederation,Sweden
Lars G. Nordström,Chairman of the Board,Vattenfall AB,Sweden
David Nabarro,Director,4SD,Switzerland
Diane De Saint Victor,General Counsel and Company Secretary; Member of the Executive Committee,ABB Ltd,Switzerland
Claudio Facchin,"President, Power Grids; Member of the Executive Committee",ABB Ltd,Switzerland
Ulrich Spiesshofer,President and Chief Executive Officer,ABB Ltd,Switzerland
Peter Terwiesch,"President, Industrial Automation; Member of the Group Executive Committee",ABB Ltd,Switzerland
Andrea Pfeifer,Chief Executive Officer,AC Immune,Switzerland
Alain Dehaze,Chief Executive Officer,Adecco Group AG,Switzerland
Rolf Dörig,Chairman,Adecco Group AG,Switzerland
Hans Ploos van Amstel,Chief Financial Officer,Adecco Group AG,Switzerland
Essa Al Saleh,"President and Chief Executive Officer, Global Integrated Logistics",Agility Management AG,Switzerland
Daniel S. Aegerter,Chairman,Armada Investment AG,Switzerland
Steve Arora,Chief Executive Officer,Axis Re Ltd,Switzerland
Bernhard Hodler,Chief Executive Officer,Bank Julius Baer & Co. Ltd,Switzerland
Daniel Sauter,Chairman of the Board of Directors,Bank Julius Baer & Co. Ltd,Switzerland
Patrick Odier,Senior Managing Partner,Bank Lombard Odier & Co. Ltd,Switzerland
Pascal Kiener,Chief Executive Officer,Banque Cantonale Vaudoise,Switzerland
Mark Pieth,Chairman of the Board,Basel Institute on Governance,Switzerland
Alexis Nasard,Group Chief Executive Officer,Bata,Switzerland
Roland Goette,"Executive Vice-President and President, Europe, Middle East and Africa",BD Switzerland Sàrl,Switzerland
Hariolf Kottmann,Chairman of the Board of Directors,Clariant International Ltd,Switzerland
Urs Gredig,Editor-in-Chief,CNNMoney Switzerland,Switzerland
Patrick Combes,Chairman,Compagnie Financière Tradition,Switzerland
Dominique Velter,"Director, Strategic Marketing",Compagnie Financière Tradition,Switzerland
Lino Terlizzi,Editorialist,Corriere del Ticino,Switzerland
Laura Barrowman,Group Chief Technology Officer,Credit Suisse AG,Switzerland
David Mathers,Chief Financial Officer,Credit Suisse AG,Switzerland
Tidjane Thiam,Chief Executive Officer,Credit Suisse AG,Switzerland
Lara J. Warner,Chief Compliance and Regulatory Affairs Officer,Credit Suisse AG,Switzerland
Urs Rohner,Chairman of the Board of Directors,Credit Suisse Group AG,Switzerland
Serge Dal Busco,State Councillor,Department of Infrastructure of Geneva,Switzerland
Björn Johansson,Chairman,Dr Bjorn Johansson Associates Inc.,Switzerland
Heinz Karrer,President,economiesuisse,Switzerland
Monika Rühl,Chairwoman of the Executive Board,economiesuisse,Switzerland
Edilson Camara,Chief Executive Officer,Egon Zehnder,Switzerland
Christoph Franz,Chairman,F. Hoffmann-La Roche Ltd,Switzerland
Lieutenant General Philippe Rebord,Chief of the Armed Forces,"Federal Department of Defence, Civil Protection and Sports of Switzerland",Switzerland
Pascale Baeriswyl,State Secretary,Federal Department of Foreign Affairs of Switzerland,Switzerland
Bineta Diop,Founder and President,Femmes Africa Solidarité,Switzerland
Peter Friedli,President,Friedli Corporate Finance,Switzerland
Ivan Glasenberg,Chief Executive Officer,Glencore International AG,Switzerland
Tony Hayward,Chairman,Glencore International AG,Switzerland
Patrick Chappatte,Editorial Cartoonist,Globe Cartoon,Switzerland
Damien Sauer,Partner,Greentech Capital Advisors,Switzerland
Jacques Erni,Chief Financial Officer,Gunvor Group,Switzerland
Torbjörn Törnqvist,Chief Executive Officer,Gunvor Group,Switzerland
Rainer-Marc Frey,Chairman,Horizon21 AG,Switzerland
Valter Sanches,General Secretary,IndustriAll Global Union,Switzerland
Karen I. Tse,Chief Executive Officer,International Bridges to Justice,Switzerland
Alain Couttolenc,Chief Development Officer,Ipsos Group GIE,Switzerland
Heba Aly,Director,IRIN,Switzerland
Jamil El Khazen,Chief Executive Officer,Jamyco Holding SA,Switzerland
Mark Beariault,General Counsel and Head of Legal Affairs,Kudelski Group,Switzerland
André Kudelski,Chairman of the Board and Chief Executive Officer,Kudelski Group,Switzerland
Morten Solbakken,"Group Executive Vice-President and Chief Operating Officer, Digital TV",Kudelski Group,Switzerland
Maurice Van Riek,"Senior Vice-President, Head of Content and Asset Security",Kudelski Group,Switzerland
Klaus Hommels,Founder and Chief Executive Officer,Lakestar Advisors GmbH,Switzerland
Marc Funk,"Chief Operating Officer, Pharma and Biotech; Member of the Executive Committee",Lonza AG,Switzerland
Ian McIntosh,Chief Executive Officer,Louis Dreyfus Company,Switzerland
Margarita Louis- Dreyfus,Chairperson of the Supervisory Board,Louis Dreyfus Group,Switzerland
Eva Happel Ebstein,President and Member of the Board,Luserve AG,Switzerland
André Hoffmann,Chairman,Massellaz SA,Switzerland
Mona El Isa,Chief Executive Officer and Co-Founder,Melonport AG,Switzerland
Marco Dunand,Chief Executive Officer,Mercuria Energy Group Holding SA,Switzerland
Tej Tadi,Founder and Chief Executive Officer,Mindmaze,Switzerland
Marwan Shakarchi,Chairman and Chief Executive Officer,MKS  SA,Switzerland
Paul Bulcke,Chairman of the Board,Nestlé SA,Switzerland
Laurent Freixe,"Executive Vice-President and Chief Executive Officer, Americas",Nestlé SA,Switzerland
Chris Johnson,"Executive Vice-President; Chief- Executive Officer, Asia, Oceania and sub- Saharan Africa",Nestlé SA,Switzerland
Marco Settembri,"Executive Vice-President and Chief Executive Officer, Europe, Middle East and North Africa",Nestlé SA,Switzerland
Paul Hudson,"Chief Executive Officer, Novartis Pharmaceuticals",Novartis AG,Switzerland
Vasant Narasimhan,Chief Executive Officer,Novartis AG,Switzerland
Joerg Reinhardt,Chairman of the Board of Directors,Novartis AG,Switzerland
Shannon Klinger,Group General Counsel,Novartis International AG,Switzerland
Roland Fischer,Group Chief Executive Officer,OC Oerlikon Management AG,Switzerland
Michael Süss,Chairman,OC Oerlikon Management AG,Switzerland
Nicole Schwab,Author and Facilitator,Paititi Lab,Switzerland
John H. McCall MacBain,Founder,Pamoja Capital SA,Switzerland
Boris Collardi,Managing Partner,Pictet Group,Switzerland
Loic Tassel,"President, Europe",Procter & Gamble Europe SA,Switzerland
Virginie Helias,Chief Sustainability Officer,Procter & Gamble International Operations SA,Switzerland
Charlotte Dauphin,"Global Head, Corporate Social Responsibility and Projects, Community and Social Programmes",Puma Energy Holdings,Switzerland
Jose Larocca,Member of the Board,Puma Energy Holdings,Switzerland
Debra Walton,Chief Customer Proposition Officer,Refinitiv,Switzerland
Marc Walder,Chief Executive Officer,Ringier AG,Switzerland
Jacob Safra,Co-Chairman,Safra International,Switzerland
Kim Stratton,"Head, International Commercial",Shire International GmbH,Switzerland
Philippe Amon,Chairman and Chief Executive Officer,SICPA SA,Switzerland
Monique Cohen Amon,Member of the Board,SICPA SA,Switzerland
Romeo Lacher,Chairman of the Board of Directors,SIX Group AG,Switzerland
Gilles Marchand,Director-General,SRG SSR,Switzerland
Lucica Ditiu,Executive Director,Stop TB Partnership,Switzerland
Benoit Revaz,Director,Swiss Federal Office of Energy ,Switzerland
Thomas Klühr,Chief Executive Officer,Swiss International Air Lines Ltd,Switzerland
Thierry Léger,Chief Executive Officer,Swiss Re Life Capital Management Ltd,Switzerland
Veronica Scotti,"Chairperson, Global Partnerships",Swiss Re Management Ltd,Switzerland
Walter B. Kielholz,Chairman of the Board of Directors,Swiss Reinsurance Company Ltd,Switzerland
Christian Mumenthaler,Group Chief Executive Officer,Swiss Reinsurance Company Ltd,Switzerland
Moses Ojeisekhoba,Chief Executive Officer,Swiss Reinsurance Company Ltd,Switzerland
Darius Rochebin,Presenter,Swiss Television RTS,Switzerland
Patrizia Laeri,Anchor,Swiss Television SRF,Switzerland
Urs Schaeppi,Chief Executive Officer,Swisscom AG,Switzerland
Alexandra Brand,"Chief Sustainability Officer, Member of the Executive Committee",Syngenta International AG,Switzerland
J. Erik Fyrwald,Chief Executive Officer,Syngenta International AG,Switzerland
Thomas Wozniewski,Global Manufacturing and Supply Officer,Takeda Pharmaceuticals International GmbH,Switzerland
Pierre Veya,Economic Affairs Editor,Tamedia AG,Switzerland
Jamey Keaten,"Chief Correspondent, Geneva",The Associated Press ,Switzerland
Peter Sands,Executive Director,"The Global Fund to Fight AIDS, Tuberculosis and Malaria ",Switzerland
Blaise Goetschin,Chief Executive Officer,The Swiss Bank of Geneva ,Switzerland
Christophe Salmon,Chief Financial Officer,Trafigura Group Pte Ltd,Switzerland
Jeremy Weir,Chairman and Chief Executive Officer,Trafigura Group Pte Ltd,Switzerland
Martin Blessing,"Co-President, Global Wealth Management",UBS AG,Switzerland
Sergio P. Ermotti,Group Chief Executive Officer,UBS AG,Switzerland
Sabine Keller-Busse,Group Chief Operating Officer,UBS AG,Switzerland
Axel P. Lehmann,"President, Personal and Corporate Banking; President, Switzerland",UBS AG,Switzerland
Piero Novelli,"Co-President, Investment Bank",UBS AG,Switzerland
Axel A. Weber,Chairman of the Board of Directors,UBS AG,Switzerland
Christy Hoffman,General Secretary,UNI Global Union,Switzerland
Thomas Bieger,President,University of St. Gallen,Switzerland
Martin Engström,Founder and Executive Director,Verbier Festival,Switzerland
Eytan Stibbe,Founding Partner,Vital Capital Fund,Switzerland
Herbert J. Scheidt,Chairman of the Board,Vontobel Holding AG,Switzerland
Peter Bakker,President and Chief Executive Officer,World Business Council for Sustainable Development ,Switzerland
Klaus Schwab,Founder and Executive Chairman,World Economic Forum,Switzerland
Emma Benameur,Managing Director; Head of People and Culture,World Economic Forum,Switzerland
Arnaud Bernaert,"Head of Partner Development, Europe and North America; Head of Healthcare Industry",World Economic Forum,Switzerland
Roberto Bocca,Head of Energy and Basic Industries; Member of the Executive Committee,World Economic Forum,Switzerland
Peter Brabeck- Letmathe,Vice-Chairman of the Board of Trustees,World Economic Forum,Switzerland
Børge Brende,President; Member of the Managing Board,World Economic Forum,Switzerland
Sebastian Buckup,"Head of Programming, Global Programming Group; Member of the Executive Committee",World Economic Forum,Switzerland
Denise Burnet,Head of Event Management; Member of the Executive Committee,World Economic Forum,Switzerland
Vanessa Candeias,"Head, Shaping the Future of Health and Healthcare, Member of the Executive Committee",World Economic Forum,Switzerland
Oliver Cann,Head of Media Content,World Economic Forum,Switzerland
Fon Mathuros Chantanayingyong,Head of Media; Member of the Executive Committee,World Economic Forum,Switzerland
Sean de Cleene,Head of Future of Food; Member of the Executive Committee,World Economic Forum,Switzerland
Nicholas Davis,Head of Society and Innovation; Member of the Executive Committee,World Economic Forum,Switzerland
Sean Doherty,Head of International Trade and Investment System Initiative; Member of the Executive Committee,World Economic Forum,Switzerland
Silvio Dulinsky,"Head of Business Engagement, Latin America; Member of the Executive Committee",World Economic Forum,Switzerland
Mirek Dusek,Deputy Head of Geopolitical and Regional Agendas; Member of the Executive Committee,World Economic Forum,Switzerland
John Dutton,Head of Social Engagement and Head of Young Global Leaders Community; Member of the Executive Committee,World Economic Forum,Switzerland
Julien Gattoni,Managing Director; Chief Financial Officer; Head of Technology and Operations,World Economic Forum,Switzerland
Malte Godbersen,Head of Technology and Digital Services; Member of the Executive Committee,World Economic Forum,Switzerland
Knut Haanaes,Head of the Centre for Innovation and Entrepreneurship; Dean of the Global Leadership Institute; Member of the Executive Committee,World Economic Forum,Switzerland
W. Lee Howell,Managing Director; Head of Global Programming,World Economic Forum,Switzerland
Philippe Isler,"Director, Global Alliance for Trade Facilitation",World Economic Forum,Switzerland
Troels Oerting Jorgensen,Head of the Centre for Cybersecurity,World Economic Forum,Switzerland
Jeremy Jurgens,Managing Director; Head of the Centre for Global Industries and Strategic Intelligence,World Economic Forum,Switzerland
Elsie S. Kanza,"Head of Regional Strategies, Africa; Member of the Executive Committee",World Economic Forum,Switzerland
Ramya Krishnaswamy,"Head of Partnering Against Corruption Initiative (PACI) and Business Engagement, India and South Asia; Member of the Executive Committee",World Economic Forum,Switzerland
Viraj Mehta,"Head of Regional Strategies, India and South Asia; Member of the Executive Committee",World Economic Forum,Switzerland
Stephan Mergenthaler,Head of Knowledge Networks and Analysis; Member of the Executive Committee,World Economic Forum,Switzerland
Adrian Monck,Managing Director; Head of Public and Social Engagement,World Economic Forum,Switzerland
Derek O'Halloran,Head of Digital Economy and Society System Initiative; Member of the Executive Committee,World Economic Forum,Switzerland
Mel Rogers,Head of Strategic Affairs; Member of the Executive Committee,World Economic Forum,Switzerland
Olivier M. Schwab,Managing Director; Head of Business Engagement,World Economic Forum,Switzerland
Masao Takahashi,Head of Membership; Member of the Executive,World Economic Forum Committee,Switzerland
Terri Toyota,"Deputy Head of the Centre for Global Public Goods, Member of the Executive Committee",World Economic Forum,Switzerland
Justin Wood,"Head of Regional Strategies, Asia-Pacific; Member of the Executive Committee",World Economic Forum,Switzerland
Saadia Zahidi,"Managing Director, Head of the Centre for the New Economy and Society",World Economic Forum,Switzerland
Alois Zwinggi,Managing Director,World Economic Forum,Switzerland
Marco Lambertini,Director-General,WWF International,Switzerland
Manuel Pulgar-Vidal Otalora,"Leader, Climate and Energy Practice",WWF International,Switzerland
Mario Greco,Chief Executive Officer,Zurich Insurance Company Ltd,Switzerland
Michel M. Liès,Chairman,Zurich Insurance Company Ltd,Switzerland
Alison Martin,Group Chief Risk Officer,Zurich Insurance Company Ltd,Switzerland
George Quinn,"Group Chief Financial Officer, Member of the Executive Committee",Zurich Insurance Company Ltd,Switzerland
James Shea,"Chief Executive Officer, Commercial Insurance",Zurich Insurance Company Ltd,Switzerland
Cher Wang,Chairman,HTC-VIA,"Taiwan, China"
Lee Bo-Wei,Group Chairman,LCY Chemical Corp.,"Taiwan, China"
Lena Ng,Chief Investment Officer,Amata Corporation PCL,Thailand
Chartsiri Sophonpanich,President,Bangkok Bank Public Company Limited,Thailand
Soopakij Chearavanont,Chairman,Charoen Pokphand Group Company Limited ,Thailand
Suphachai Chearavanont,Chief Executive Officer Company Limited (CP Group),Charoen Pokphand Group,Thailand
Sri Prakash Lohia,Chairman,Indorama Ventures Public Company Limited,Thailand
Aloke Lohia,Group Chief Executive Officer Company Limited,Indorama Ventures Public,Thailand
Diskul Dispanadda (Duke),Chief Executive Officer,Mae Fah Luang Foundation under Royal Patronage ,Thailand
Chansin Treenuchagron,Chief Executive Officer,PTT Public Company Limited,Thailand
Thapana Sirivadhanabhakdi,President and Chief Executive Officer Company Limited,Thai Beverage Public,Thailand
Ho Ren Hua,Chief Executive Officer,Thai Wah Public Company Limited,Thailand
