name,lastName,uri,imageUri,worthChange,source,industry,gender,country,timestamp,realTimeWorth,realTimeRank,realTimePosition,squareImage
Jasminder Singh,Singh,jasminder-singh,jasminder-singh,0,hotels,Real Estate,M,United Kingdom,1547574901334,1313.105,1654,1654,//specials-images.forbesimg.com/imageserve/8fb4b0d6a42a8185e60bd39594b5f2e6/416x416.jpg?background=000000&cropX1=143&cropX2=676&cropY1=8&cropY2=541
William Stone,Stone,william-stone,william-stone,14.722,software,Technology,M,United States,1547574901334,1720.184,1307,1307,//specials-images.forbesimg.com/imageserve/56d0b77de4b0c144a7f65a94/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=68&cropY2=811
Julia Stoschek,Stoschek,julia-stoschek,no-pic-female,0,auto parts,Automotive,F,Germany,1547574901334,1010.158,1993,1993,//specials-images.forbesimg.com/imageserve/5a7e1ae24bbe6f2652f52654/416x416.jpg?background=000000&cropX1=846&cropX2=4153&cropY1=0&cropY2=3305
Maximilian Stoschek,Stoschek,maximilian-stoschek,no-pic,0,auto parts,Automotive,M,Germany,1547574901334,1010.158,1993,1994,//specials-images.forbesimg.com/imageserve/58a1e04c31358e1a35ab439d/416x416.jpg?background=000000&cropX1=45&cropX2=744&cropY1=24&cropY2=723
Sun Shangchuan,Sun,sun-shangchuan,no-pic,,electronics components,Technology,M,China,1538748822007,,,,
Djoko Susanto,Susanto,djoko-susanto,djoko-susanto,-13.901,supermarkets,Fashion & Retail,M,Indonesia,1547574901334,1400.306,1574,1574,//specials-images.forbesimg.com/imageserve/5a19b178a7ea432f2e7401db/416x416.jpg?background=000000&cropX1=57&cropX2=847&cropY1=85&cropY2=875
Satoshi Suzuki,Suzuki,satoshi-suzuki,satoshi-suzuki,43.585,cosmetics,Fashion & Retail,M,Japan,1547574901334,1406.769,1571,1571,//specials-images.forbesimg.com/imageserve/551ad52fe4b0ffa93fd26776/416x416.jpg?background=000000&cropX1=0&cropX2=622&cropY1=6&cropY2=628
Kenneth Tuchman,Tuchman,kenneth-tuchman,no-pic,13.844,outsourcing,Service,M,United States,1547574901334,1481.762,1479,1479,
Pavel Tykac,Tykac,pavel-tykac,pavel-tykac,0,coal mines,Metals & Mining,M,Czech Republic,1547574901334,1254.396,1723,1723,//specials-images.forbesimg.com/imageserve/5a7dd4e9a7ea431690131787/416x416.jpg?background=000000&cropX1=1134&cropX2=2843&cropY1=0&cropY2=1710
Shamsheer Vayalil,Vayalil,shamsheer-vayalil,shamsheer-vayalil,-2.858,healthcare,Healthcare,M,India,1547574901334,1515.074,1453,1453,//specials-images.forbesimg.com/imageserve/59cc1beea7ea434a34f46d83/416x416.jpg?background=000000&cropX1=0&cropX2=426&cropY1=19&cropY2=445
Thongma Vijitpongpun,Vijitpongpun,thongma-vijitpongpun,thongma-vijitpongpun,4.642,real estate,Real Estate,M,Thailand,1547574901334,1188.889,1793,1793,//specials-images.forbesimg.com/imageserve/5af9bd6031358e612fb8f036/416x416.jpg?background=000000&cropX1=130&cropX2=760&cropY1=258&cropY2=887
Lang Walker,Walker,lang-walker,lang-walker,0.001,real estate,Real Estate,M,Australia,1547574901333,2374.003,940,940,//specials-images.forbesimg.com/imageserve/56c60829e4b062f6b59a0b50/416x416.jpg?background=000000&cropX1=55&cropX2=718&cropY1=174&cropY2=838
Wang Chaobin,Wang,wang-chaobin,wang-chaobin,0,real estate,Real Estate,M,China,1547574901333,2000,1141,1143,//specials-images.forbesimg.com/imageserve/562e5709e4b0ffa7afe645de/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=103&cropY2=846
Wang Han,Wang,wang-han,no-pic,,airline,Diversified,M,China,1518125640540,,,,
Wang Junjin,Wang,wang-junjin,wang-junjin,,airline,Service,M,China,1518125647856,,,,//specials-images.forbesimg.com/imageserve/56c74c69e4b062f6b59a1c03/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=2&cropY2=746
Yin-Chun Wei,Wei,yin-chun-wei,yin-chun-wei,,"food, beverages",Food and Beverage,M,Taiwan,1538748670520,,,,//specials-images.forbesimg.com/imageserve/950bf31861c680f7422ee55f8e688b85/416x416.jpg?background=000000&cropX1=159&cropX2=744&cropY1=6&cropY2=591
Wei Yin-Heng,Wei,wei-yin-heng,wei-yin-heng,11.255,"food, beverages",Food and Beverage,M,Taiwan,1547574901334,1354.064,1613,1614,//specials-images.forbesimg.com/imageserve/5a8134a44bbe6f2652f546a1/416x416.jpg?background=000000&cropX1=27&cropX2=654&cropY1=112&cropY2=740
Dan Wilks,Wilks,dan-wilks,dan-wilks,-0.43,natural gas,Energy,M,United States,1547574901334,1463.222,1506,1506,//specials-images.forbesimg.com/imageserve/8fc970638be98f55b64ae148840cddad/416x416.jpg?background=000000&cropX1=106&cropX2=726&cropY1=48&cropY2=668
Farris Wilks,Wilks,farris-wilks,farris-wilks,-0.43,natural gas,Energy,M,United States,1547574901334,1463.222,1506,1507,//specials-images.forbesimg.com/imageserve/5a871699a7ea43169013aedf/416x416.jpg?background=000000&cropX1=74&cropX2=547&cropY1=85&cropY2=559
Allan Wong,Wong,allan-wong,allan-wong,2.16,electronics,Manufacturing,M,Hong Kong,1547574901334,1133.19,1858,1858,//specials-images.forbesimg.com/imageserve/56898307e4b0ffa7afe8a6aa/416x416.jpg?background=000000&cropX1=0&cropX2=617&cropY1=0&cropY2=617
Wu Xushun,Wu,wu-xushun,no-pic,,"internet, auto parts",Diversified,M,China,1518125482221,,,,
Xu Qiming,Xu,xu-qiming,xu-qiming,0,"food, art",Diversified,M,China,1547574901334,1202.275,1768,1768,//specials-images.forbesimg.com/imageserve/363e7bc321591a10e36706087ef904de/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=348&cropY2=1091
Xu Ziquan,Xu,xu-ziquan,no-pic,,software,Technology,M,China,1518125591606,,,,
Zan Shengda,Zan,zan-shengda,zan-shengda,0.536,diversified,Diversified,M,China,1547574901334,1154.197,1826,1826,//specials-images.forbesimg.com/imageserve/5a7d1d8c4bbe6f2652f51243/416x416.jpg?background=000000&cropX1=216&cropX2=1272&cropY1=11&cropY2=1067
Ahmet Nazif Zorlu,Zorlu,ahmet-nazif-zorlu,ahmet-nazif-zorlu,,diversified,Diversified,M,Turkey,1538748707989,,,,//specials-images.forbesimg.com/imageserve/5a8144134bbe6f2652f54724/416x416.jpg?background=000000&cropX1=156&cropX2=1407&cropY1=79&cropY2=1329
Soegiarto Adikoesoemo,Adikoesoemo,soegiarto-adikoesoemo,soegiarto-adikoesoemo,,chemicals,Logistics,M,Indonesia,1518126102571,,,,//specials-images.forbesimg.com/imageserve/5a19b57ba7ea432f2e740203/416x416.jpg?background=000000&cropX1=0&cropX2=1364&cropY1=100&cropY2=1465
Somphote Ahunai,Ahunai,somphote-ahunai,somphote-ahunai,-24.774,energy,Energy,M,Thailand,1547574901333,2259.962,1012,1012,//specials-images.forbesimg.com/imageserve/921717a472f456933b27aa6242dc34c2/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=31&cropY2=775
Alberto Alcocer,Alcocer,alberto-alcocer,alberto-alcocer,-4.744,investments,Finance and Investments,M,Spain,1547574901334,1425.076,1552,1552,//specials-images.forbesimg.com/imageserve/a52ce63776cba920958cb0d7d7ba291e/416x416.jpg?background=000000&cropX1=0&cropX2=1002&cropY1=28&cropY2=1031
Abdul Majeed Alhokair,Alhokair,abdul-majeed-alhokair,no-pic,,"retail, real estate",Fashion & Retail,M,Saudi Arabia,1520290411010,,,,//specials-images.forbesimg.com/imageserve/5a988a58a7ea434a0c27bf73/416x416.jpg?background=000000&cropX1=0&cropX2=1414&cropY1=77&cropY2=1491
Fawaz Alhokair,Alhokair,fawaz-alhokair,no-pic,,"retail, shopping malls",Fashion & Retail,M,Saudi Arabia,1520292061132,,,,
Salman Alhokair,Alhokair,salman-alhokair,no-pic,,"retail, shopping malls",Fashion & Retail,M,Saudi Arabia,1520291707382,,,,//specials-images.forbesimg.com/imageserve/5a988bce4bbe6f0fa827163b/416x416.jpg?background=000000&cropX1=0&cropX2=1414&cropY1=51&cropY2=1465
Alexandra Andresen,Andresen,alexandra-andresen,no-pic-female,0,investments,Diversified,F,Norway,1547574901334,1456.769,1515,1515,//specials-images.forbesimg.com/imageserve/58a383764bbe6f0e5586cfc6/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=5&cropY2=749
Katharina Andresen,Andresen,katharina-andresen,no-pic-female,0,investments,Diversified,F,Norway,1547574901334,1456.769,1515,1516,//specials-images.forbesimg.com/imageserve/58a3900f31358e1a35ab63fe/416x416.jpg?background=000000&cropX1=103&cropX2=744&cropY1=93&cropY2=734
Edmund Ansin,Ansin,edmund-ansin,edmund-ansin,0,television,Media & Entertainment,M,United States,1547574901334,1328.932,1637,1637,
Mehmet Aydinlar,Aydinlar,mehmet-aydinlar,mehmet-aydinlar,0,hospitals,Healthcare,M,Turkey,1547574901334,1070.658,1935,1935,//specials-images.forbesimg.com/imageserve/58a3af7d31358e1a35ab6510/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=301&cropY2=1045
Oleg Boyko,Boyko,oleg-boyko,oleg-boyko,0,diversified,Diversified,M,Russia,1547574901334,1454.242,1519,1519,//specials-images.forbesimg.com/imageserve/5a80ae4a4bbe6f2652f53f2e/416x416.jpg?background=000000&cropX1=312&cropX2=2475&cropY1=11&cropY2=2176
Charles Brandes,Brandes,charles-brandes,charles-brandes,,money management,Finance and Investments,M,United States,1538748761337,,,,//specials-images.forbesimg.com/imageserve/5a9095bc31358e79a28a1f8c/416x416.jpg?background=000000&cropX1=163&cropX2=1805&cropY1=0&cropY2=1641
Chi Yufeng,Chi,chi-yufeng,no-pic,0.562,software,Technology,M,China,1547574901334,1153.762,1827,1827,//specials-images.forbesimg.com/imageserve/5a7c866da7ea4316901301c5/416x416.jpg?background=000000&cropX1=2189&cropX2=5760&cropY1=247&cropY2=3816
Chu Jinfu,Chu,chu-jinfu,no-pic,-7.331,electrical equipment,Manufacturing,M,China,1547574901334,1027.235,1967,1967,//specials-images.forbesimg.com/imageserve/5a7c86f34bbe6f2652f500f2/416x416.jpg?background=000000&cropX1=9&cropX2=1956&cropY1=365&cropY2=2313
Eduardo Cojuangco,Cojuangco,eduardo-cojuangco,eduardo-cojuangco,10.691,"food, drinks",Food and Beverage,M,Philippines,1547574901334,1343.67,1624,1624,//specials-images.forbesimg.com/imageserve/5b8864d84bbe6f30c1b08127/416x416.jpg?background=000000&cropX1=6&cropX2=632&cropY1=40&cropY2=666
Cui Genliang,Cui,cui-genliang,cui-genliang,28.23,electric components,Manufacturing,M,China,1547574901334,1549.18,1432,1432,//specials-images.forbesimg.com/imageserve/589cf15ba7ea431f32192819/416x416.jpg?background=000000&cropX1=13&cropX2=715&cropY1=84&cropY2=787
Darwin Deason,Deason,darwin-deason,darwin-deason,5.855,Xerox,Service,M,United States,1547574901334,1200.556,1773,1773,http://specials-images.forbesimg.com/imageserve/5c6d108aa0562eb2d1cc12c2f9b4a345/416x416.jpg?background=000000&cropX1=203&cropX2=1035&cropY1=0&cropY2=833
K. Dinesh,Dinesh,k-dinesh,k-dinesh,31.28,software services,Technology,M,India,1547574901334,1506.656,1459,1459,//specials-images.forbesimg.com/imageserve/5a7f26fc4bbe6f2652f52ea1/416x416.jpg?background=000000&cropX1=658&cropX2=3247&cropY1=0&cropY2=2586
Sefik Yilmaz Dizdar,Dizdar,sefik-yilmaz-dizdar,no-pic,0,fashion retail,Fashion & Retail,M,Turkey,1547574901334,1034.545,1963,1963,//specials-images.forbesimg.com/imageserve/58b75117a7ea431f321a6fd6/416x416.jpg?background=000000&cropX1=11&cropX2=697&cropY1=73&cropY2=759
Husain Djojonegoro,Djojonegoro,husain-djojonegoro,no-pic,0,consumer goods,Manufacturing,M,Indonesia,1547574901334,1568.977,1418,1418,
Domenico Dolce,Dolce,domenico-dolce,domenico-dolce,0,luxury goods,Fashion & Retail,M,Italy,1547574901334,1336.146,1628,1628,//specials-images.forbesimg.com/imageserve/5a7f8c02a7ea431690132e66/416x416.jpg?background=000000&cropX1=244&cropX2=936&cropY1=11&cropY2=703
Carl Douglas,Douglas,carl-douglas,no-pic,6.741,investments,Diversified,M,Sweden,1547574901334,1523.432,1445,1445,
Eric Douglas,Douglas,eric-douglas,no-pic,6.738,investments,Diversified,M,Sweden,1547574901334,1522.47,1446,1446,
John Farber,Farber,john-farber,no-pic,-0.791,chemicals,Manufacturing,M,United States,1547574901334,1868.101,1215,1215,
Gary Fegel,Fegel,gary-fegel,gary-fegel,0,"commodities, investments",Metals & Mining,M,Switzerland,1547574901334,1411.712,1564,1564,//specials-images.forbesimg.com/imageserve/55006594e4b095aa68c82ad0/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=11&cropY2=755
Stephen Feinberg,Feinberg,stephen-feinberg,no-pic,0,private equity,Finance and Investments,M,United States,1547574901334,1416.064,1558,1558,//specials-images.forbesimg.com/imageserve/5898b33e31358e590cda3d77/416x416.jpg?background=000000&cropX1=55&cropX2=744&cropY1=26&cropY2=716
Gleb Fetisov,Fetisov,gleb-fetisov,gleb-fetisov,0,investments,Telecom,M,Russia,1547574901334,1211,1759,1759,//specials-images.forbesimg.com/imageserve/5a80a73c4bbe6f2652f53e56/416x416.jpg?background=000000&cropX1=268&cropX2=2388&cropY1=0&cropY2=2119
J. Christopher Flowers,Flowers,j-christopher-flowers,no-pic,-0.02,investments,Finance and Investments,M,United States,1547574901334,1192.41,1789,1789,
Donald Friese,Friese,donald-friese,no-pic,0,manufacturing,Manufacturing,M,United States,1547574901334,1217,1750,1750,//specials-images.forbesimg.com/imageserve/5a9096ee4bbe6f0fa8266983/416x416.jpg?background=000000&cropX1=1485&cropX2=2684&cropY1=905&cropY2=2104
Yasuhiro Fukushima,Fukushima,yasuhiro-fukushima,yasuhiro-fukushima,37.874,video games,Media & Entertainment,M,Japan,1547574901334,1197.471,1782,1782,//specials-images.forbesimg.com/imageserve/5ac253e14bbe6f2310f13bf3/416x416.jpg?background=000000&cropX1=8&cropX2=1303&cropY1=13&cropY2=1307
Stefano Gabbana,Gabbana,stefano-gabbana,stefano-gabbana,0,luxury goods,Fashion & Retail,M,Italy,1547574901334,1366.146,1604,1604,//specials-images.forbesimg.com/imageserve/5a7fa0084bbe6f2652f5340b/416x416.jpg?background=000000&cropX1=257&cropX2=1812&cropY1=266&cropY2=1822
Dan Gertler,Gertler,dan-gertler,dan-gertler,0,mining,Metals & Mining,M,Israel,1547574901334,1215.5,1753,1753,//specials-images.forbesimg.com/imageserve/0075a36cf9d5d678480cdc4d8d4e2cbe/416x416.jpg?background=000000&cropX1=177&cropX2=639&cropY1=3&cropY2=465
Anne Gittinger,Gittinger,anne-gittinger,no-pic-female,4.181,Nordstrom department stores,Fashion & Retail,F,United States,1547574901334,1302.369,1665,1665,
Alfredo Harp Helu,Harp Helu,alfredo-harp-helu,alfredo-harp-helu,1.464,banking,Finance and Investments,M,Mexico,1547574901334,1198.012,1781,1781,//specials-images.forbesimg.com/imageserve/589fd2da4bbe6f0e5586906a/416x416.jpg?background=000000&cropX1=18&cropX2=710&cropY1=3&cropY2=696
Richard Hayne,Hayne,richard-hayne,richard-hayne,-4.37,Urban Outfitters,Fashion & Retail,M,United States,1547574901334,1211.34,1758,1758,//specials-images.forbesimg.com/imageserve/b741e71d3d0dfc959f5bb38b566cebd6/416x416.jpg?background=000000&cropX1=39&cropX2=712&cropY1=92&cropY2=766
Ilona Herlin,Herlin,ilona-herlin,no-pic-female,5.67,"elevators, escalators",Manufacturing,F,Finland,1547574901334,1256.311,1721,1721,
J. Tomilson Hill,Hill,j-tomilson-hill,j-tomilson-hill,6.808,investments,Finance and Investments,M,United States,1547574901334,1416.271,1557,1557,//specials-images.forbesimg.com/imageserve/5a908f074bbe6f0fa82668a3/416x416.jpg?background=000000&cropX1=1033&cropX2=1968&cropY1=144&cropY2=1080
Asok Kumar Hiranandani,Hiranandani,asok-kumar-hiranandani,asok-kumar-hiranandani,0,real estate,Real Estate,M,Singapore,1547574901334,1717.451,1310,1310,//specials-images.forbesimg.com/imageserve/5b50f4ab4bbe6f48a94b33ea/416x416.jpg?background=000000&cropX1=8&cropX2=1590&cropY1=4&cropY2=1588
Niranjan Hiranandani,Hiranandani,niranjan-hiranandani,niranjan-hiranandani,0,real estate,Real Estate,M,India,1547574901334,1141.435,1848,1848,//specials-images.forbesimg.com/imageserve/5a7f3d744bbe6f2652f52fc2/416x416.jpg?background=000000&cropX1=3&cropX2=1619&cropY1=324&cropY2=1939
Surendra Hiranandani,Hiranandani,surendra-hiranandani,surendra-hiranandani,,real estate,Real Estate,M,Cyprus,1538748742018,,,,//specials-images.forbesimg.com/imageserve/70a10d3a91f71d517bdf998b93397feb/416x416.jpg?background=000000&cropX1=2&cropX2=566&cropY1=0&cropY2=564
Huang Qisen,Huang,huang-qisen,huang-qisen,4.062,real estate,Real Estate,M,China,1547574901334,1010.179,1992,1992,//specials-images.forbesimg.com/imageserve/1a05b8986b646b2656b8072ac5fd5f8b/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=35&cropY2=778
Huang Yi,Huang,huang-yi,no-pic,95.983,auto distribution,Automotive,M,Hong Kong,1547574901334,1639.536,1367,1367,//specials-images.forbesimg.com/imageserve/601330d5e69781741753b1f2f5975025/416x416.jpg?background=000000&cropX1=52&cropX2=333&cropY1=13&cropY2=294
Archie Hwang,Hwang,archie-hwang,no-pic,0,semiconductors,Technology,M,Taiwan,1547574901334,1334.262,1631,1631,//specials-images.forbesimg.com/imageserve/5be5a8a7a7ea43705916937b/416x416.jpg?background=000000&cropX1=2&cropX2=1333&cropY1=9&cropY2=1339
Masayuki Ishihara,Ishihara,masayuki-ishihara,no-pic,-1.698,pachinko machines,Gambling & Casinos,M,Japan,1547574901334,1023.415,1972,1972,
Ajay Kalsi,Kalsi,ajay-kalsi,ajay-kalsi,,oil & gas,Energy,M,India,1538748765746,,,,http://specials-images.forbesimg.com/imageserve/f1c1ff9778a03817c0d1e06535d75074/416x416.jpg?background=000000&cropX1=0&cropX2=372&cropY1=28&cropY2=400
Raghuvinder Kataria,Kataria,raghuvinder-kataria,raghuvinder-kataria,0.033,diversified,Finance and Investments,M,United Kingdom,1547574901334,1295.15,1674,1674,//specials-images.forbesimg.com/imageserve/56cc6d3be4b062f6b59a515b/416x416.jpg?background=000000&cropX1=8&cropX2=626&cropY1=229&cropY2=848
Viktor Kharitonin,Kharitonin,viktor-kharitonin,no-pic,,pharmaceuticals,Healthcare,M,Russia,1538748715001,,,,//specials-images.forbesimg.com/imageserve/5a80c7da31358e4955ad2c92/416x416.jpg?background=000000&cropX1=407&cropX2=1611&cropY1=274&cropY2=1479
Kim Jun-Ki,Kim,kim-jun-ki,kim-jun-ki,20.713,conglomerate,Diversified,M,South Korea,1547574901334,1651.398,1355,1355,//specials-images.forbesimg.com/imageserve/571a74cc4bbe6f6f9574db16/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=56&cropY2=797
Kim Taek-Jin,Kim,kim-taek-jin,kim-taek-jin,-16.382,online games,Gambling & Casinos,M,South Korea,1547574901334,1733.315,1300,1300,//specials-images.forbesimg.com/imageserve/5b71cae531358e0429c5d8d1/416x416.jpg?background=000000&cropX1=399&cropX2=1187&cropY1=212&cropY2=999
Yuriy Kosiuk,Kosiuk,yuriy-kosiuk,yuriy-kosiuk,0,agriculture,Food and Beverage,M,Ukraine,1547574901334,1306.85,1659,1659,//specials-images.forbesimg.com/imageserve/e49a1f5b0da26b59b05a4a9db6ab9297/416x416.jpg?background=000000&cropX1=19&cropX2=707&cropY1=55&cropY2=743
Andrei Kosogov,Kosogov,andrei-kosogov,andrei-kosogov,2.495,"oil, banking, telecom",Energy,M,Russia,1547574901334,1314.096,1653,1653,//specials-images.forbesimg.com/imageserve/5a809208a7ea4316901339df/416x416.jpg?background=000000&cropX1=6&cropX2=1302&cropY1=3&cropY2=1300
Miguel Krigsner,Krigsner,miguel-krigsner,miguel-krigsner,0,cosmetics,Fashion & Retail,M,Brazil,1547574901334,1246.8,1732,1732,//specials-images.forbesimg.com/imageserve/b9ab1ce76ad01ef77189b9172be31aa1/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=60&cropY2=804
Lev Kvetnoi,Kvetnoi,lev-kvetnoi,lev-kvetnoi,,cement,Finance and Investments,M,Russia,1538748817719,,,,//specials-images.forbesimg.com/imageserve/b818c0f773d1571f81d985efd190c1ac/416x416.jpg?background=000000&cropX1=1&cropX2=600&cropY1=1&cropY2=600
Lev Leviev,Leviev,lev-leviev,lev-leviev,2.043,diamonds,Metals & Mining,M,Israel,1547574901334,1023.188,1973,1973,//specials-images.forbesimg.com/imageserve/5a7f7c684bbe6f2652f532ae/416x416.jpg?background=000000&cropX1=8&cropX2=1184&cropY1=45&cropY2=1221
Solomon Lew,Lew,solomon-lew,solomon-lew,2.537,retail,Fashion & Retail,M,Australia,1547574901334,1461.189,1509,1509,//specials-images.forbesimg.com/imageserve/58a0ef894bbe6f0e55869de6/416x416.jpg?background=000000&cropX1=2&cropX2=643&cropY1=3&cropY2=644
Li Denghai,Li,li-denghai,li-denghai,,seed production,Food and Beverage,M,China,1518126093291,,,,//specials-images.forbesimg.com/imageserve/5a7cc6564bbe6f2652f50ad8/416x416.jpg?background=000000&cropX1=12&cropX2=2064&cropY1=229&cropY2=2282
Li Rucheng,Li,li-rucheng,li-rucheng,,apparel,Fashion & Retail,M,China,1518125601106,,,,//specials-images.forbesimg.com/imageserve/5a7cca7631358e4955acf926/416x416.jpg?background=000000&cropX1=1354&cropX2=3459&cropY1=5&cropY2=2108
Li Tan,Li,li-tan,no-pic-female,20.586,pharmaceuticals,Healthcare,F,China,1547574901334,1284.245,1686,1686,
Liu Xiaodong,Liu,liu-xiaodong,no-pic,,flavorings,Manufacturing,M,China,1518126105692,,,,
Lo Siu-tong,Lo,lo-siu-tong,lo-siu-tong,0,"real estate, hotels",Real Estate,M,Hong Kong,1547574901334,1160.619,1817,1817,//specials-images.forbesimg.com/imageserve/568bb227e4b0ffa7afe8b57d/416x416.jpg?background=000000&cropX1=60&cropX2=661&cropY1=3&cropY2=604
"Cargill MacMillan, III.",MacMillan,cargill-macmillan-iii,no-pic,0,Cargill,Food and Beverage,M,United States,1547574901334,1275.132,1694,1694,
John MacMillan,MacMillan,john-macmillan-1,no-pic,0,Cargill,Food and Beverage,M,United States,1547574901334,1275.132,1694,1695,
Martha MacMillan,MacMillan,martha-macmillan,no-pic-female,0,Cargill,Food and Beverage,F,United States,1547574901334,1275.132,1694,1696,//specials-images.forbesimg.com/imageserve/5a908f9b31358e79a28a1f10/416x416.jpg?background=000000&cropX1=103&cropX2=2410&cropY1=686&cropY2=2992
William MacMillan,MacMillan,william-macmillan,no-pic,0,Cargill,Food and Beverage,M,United States,1547574901334,1275.132,1694,1697,
Terence (Terry) Matthews,Matthews,terence-terry-matthews,no-pic,0,telecom,Telecom,M,Canada,1547574901334,1206.897,1764,1764,//specials-images.forbesimg.com/imageserve/5a7bb412a7ea43169012f2ef/416x416.jpg?background=000000&cropX1=906&cropX2=3156&cropY1=583&cropY2=2832
Thi Phuong Thao Nguyen,Nguyen,thi-phuong-thao-nguyen,no-pic-female,0,airlines,Diversified,F,Vietnam,1547574901333,2358.105,947,947,//specials-images.forbesimg.com/imageserve/5a813a5231358e4955ad3241/416x416.jpg?background=000000&cropX1=0&cropX2=2787&cropY1=291&cropY2=3079
